0.930912	0.697500
0.931081	0.700000
0.931254	0.702500
0.931433	0.705000
0.931618	0.707500
0.931808	0.710000
0.932003	0.712500
0.932204	0.715000
0.932411	0.717500
0.932624	0.720000
0.932842	0.722500
0.933067	0.725000
0.933297	0.727500
0.933534	0.730000
0.933776	0.732500
0.934025	0.735000
0.934279	0.737500
0.934540	0.740000
0.934807	0.742500
0.935080	0.745000
0.935358	0.747500
0.935643	0.750000
0.935933	0.752500
0.936229	0.755000
0.936530	0.757500
0.936837	0.760000
0.937149	0.762500
0.937466	0.765000
0.937788	0.767500
0.938115	0.770000
0.938446	0.772500
0.938782	0.775000
0.939122	0.777500
0.939465	0.780000
0.939812	0.782500
0.940163	0.785000
0.940516	0.787500
0.940872	0.790000
0.941231	0.792500
0.941591	0.795000
0.941953	0.797500
0.942317	0.800000
0.942682	0.802500
0.943047	0.805000
0.943413	0.807500
0.943779	0.810000
0.944144	0.812500
0.944509	0.815000
0.944873	0.817500
0.945235	0.820000
0.945596	0.822500
0.945954	0.825000
0.946311	0.827500
0.946664	0.830000
0.947015	0.832500
0.947362	0.835000
0.947706	0.837500
0.948046	0.840000
0.948382	0.842500
0.948714	0.845000
0.949042	0.847500
0.949365	0.850000
0.949684	0.852500
0.949998	0.855000
0.950307	0.857500
0.950612	0.860000
0.950912	0.862500
0.951207	0.865000
0.951497	0.867500
0.951783	0.870000
0.952064	0.872500
0.952341	0.875000
0.952613	0.877500
0.952882	0.880000
0.953147	0.882500
0.953408	0.885000
0.953666	0.887500
0.953921	0.890000
0.954173	0.892500
0.954423	0.895000
0.954670	0.897500
0.954915	0.900000
0.955158	0.902500
0.955399	0.905000
0.955639	0.907500
0.955877	0.910000
0.956113	0.912500
0.956347	0.915000
0.956579	0.917500
0.956809	0.920000
0.957036	0.922500
0.957259	0.925000
0.957477	0.927500
0.957690	0.930000
0.957896	0.932500
0.958094	0.935000
0.958281	0.937500
0.958455	0.940000
0.958614	0.942500
0.958755	0.945000
0.958875	0.947500
0.958968	0.950000
0.959031	0.952500
0.959060	0.955000
0.959047	0.957500
0.958987	0.960000
0.958873	0.962500
0.958697	0.965000
0.958450	0.967500
0.958123	0.970000
0.957706	0.972500
0.957186	0.975000
0.956551	0.977500
0.955788	0.980000
0.954882	0.982500
0.953817	0.985000
0.952577	0.987500
0.951142	0.990000
0.949494	0.992500
0.947611	0.995000
0.945473	0.997500
0.943055	1.000000
1.400000	1.000000
